File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001UVJ	bed narrowPeak	peaks	ENCSR000EJK	DNase-seq	EFO:0002789	GM19239	immortalized cell line	unknown	male	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-19	ENCODE												2499025	Gregory Crawford, Duke	d6b9f9594de3122501e904ccfed01b1c		https://www.encodeproject.org/files/ENCFF001UVJ/@@download/ENCFF001UVJ.bed.gz	hg19			archived	low spot score	missing derived_from	insufficient read length	
ENCFF179QZQ	bed narrowPeak	peaks	ENCSR000EJK	DNase-seq	EFO:0002789	GM19239	immortalized cell line	unknown	male	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-19	ENCODE				1							ENCFF376RPN, ENCFF967OQF	851186	ENCODE Processing Pipeline	f0c0938da6051ea43a1aa3835f9124e8		https://www.encodeproject.org/files/ENCFF179QZQ/@@download/ENCFF179QZQ.bed.gz	GRCh38			released	low spot score		insufficient read length	
ENCFF689PDT	bed narrowPeak	peaks	ENCSR000EJK	DNase-seq	EFO:0002789	GM19239	immortalized cell line	unknown	male	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-19	ENCODE				1							ENCFF390DNP, ENCFF849LMC	852555	ENCODE Processing Pipeline	00f16121bb2f685013897db91093549d		https://www.encodeproject.org/files/ENCFF689PDT/@@download/ENCFF689PDT.bed.gz	hg19			released	low spot score		insufficient read length	
ENCFF808AWD	bed narrowPeak	peaks	ENCSR585CGU	DNase-seq	UBERON:0002324	muscle of back	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF265YFX	995506	ENCODE Processing Pipeline	edf1870a3de4937d07e4cbaf262cd1db		https://www.encodeproject.org/files/ENCFF808AWD/@@download/ENCFF808AWD.bed.gz	hg19			archived	low read depth			
ENCFF213TVS	bed narrowPeak	peaks	ENCSR585CGU	DNase-seq	UBERON:0002324	muscle of back	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF351FIS, ENCFF992CZQ	998918	ENCODE Processing Pipeline	6872bc2f8eaccff6b14b4eb0e625b070		https://www.encodeproject.org/files/ENCFF213TVS/@@download/ENCFF213TVS.bed.gz	GRCh38			archived	low read depth			
ENCFF551DHI	bed narrowPeak	peaks	ENCSR585CGU	DNase-seq	UBERON:0002324	muscle of back	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF695PEK, ENCFF967OQF	1058323	ENCODE Processing Pipeline	02f2b376d4ef7572e76a8c59787828d9		https://www.encodeproject.org/files/ENCFF551DHI/@@download/ENCFF551DHI.bed.gz	GRCh38			released	low read depth			
ENCFF019PZF	bed narrowPeak	peaks	ENCSR585CGU	DNase-seq	UBERON:0002324	muscle of back	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF376AJT, ENCFF390DNP	1056055	ENCODE Processing Pipeline	249e22a6d66294f607d3c92e62553cad		https://www.encodeproject.org/files/ENCFF019PZF/@@download/ENCFF019PZF.bed.gz	hg19			released	low read depth			
ENCFF001WGI	bed narrowPeak	peaks	ENCSR000EMV	DNase-seq	EFO:0000315	cardiac mesoderm	in vitro differentiated cells	embryonic	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF001CWO	2310506	John Stamatoyannopoulos, UW	92c3679869de1f537f7febb48ec1955f		https://www.encodeproject.org/files/ENCFF001WGI/@@download/ENCFF001WGI.bed.gz	hg19			archived				
ENCFF417XTB	bed narrowPeak	peaks	ENCSR000EMV	DNase-seq	EFO:0000315	cardiac mesoderm	in vitro differentiated cells	embryonic	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF163ZHO, ENCFF571ITI	1273189	ENCODE Processing Pipeline	9c345196dfb32a6eb5a00566e2da6b24		https://www.encodeproject.org/files/ENCFF417XTB/@@download/ENCFF417XTB.bed.gz	hg19			archived				
ENCFF876ULN	bed narrowPeak	peaks	ENCSR000EMV	DNase-seq	EFO:0000315	cardiac mesoderm	in vitro differentiated cells	embryonic	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF124XCV, ENCFF992CZQ	1278821	ENCODE Processing Pipeline	4d9361d6ca0797dce6ea43cd13de718d		https://www.encodeproject.org/files/ENCFF876ULN/@@download/ENCFF876ULN.bed.gz	GRCh38			archived				
ENCFF573JSC	bed narrowPeak	peaks	ENCSR000EMV	DNase-seq	EFO:0000315	cardiac mesoderm	in vitro differentiated cells	embryonic	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF720JEK, ENCFF967OQF	1337947	ENCODE Processing Pipeline	cea1e383dd2383de9cc2d268657427b2		https://www.encodeproject.org/files/ENCFF573JSC/@@download/ENCFF573JSC.bed.gz	GRCh38			released				
ENCFF915WJN	bed narrowPeak	peaks	ENCSR000EMV	DNase-seq	EFO:0000315	cardiac mesoderm	in vitro differentiated cells	embryonic	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF390DNP, ENCFF832EJP	1333330	ENCODE Processing Pipeline	a85903000448f8126f9397707e23a475		https://www.encodeproject.org/files/ENCFF915WJN/@@download/ENCFF915WJN.bed.gz	hg19			released				
ENCFF143MFN	bed narrowPeak	peaks	ENCSR765BSU	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF108FOX, ENCFF163ZHO	674768	ENCODE Processing Pipeline	889cc2e61239145631d1387a4ca4edf9		https://www.encodeproject.org/files/ENCFF143MFN/@@download/ENCFF143MFN.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF077UJK	bed narrowPeak	peaks	ENCSR765BSU	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF443NUD, ENCFF992CZQ	678185	ENCODE Processing Pipeline	bad52a55e5ee695c5af0c270217a746d		https://www.encodeproject.org/files/ENCFF077UJK/@@download/ENCFF077UJK.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF853GQY	bed narrowPeak	peaks	ENCSR765BSU	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF434XSW, ENCFF967OQF	718564	ENCODE Processing Pipeline	a21f5273a781635c861060c57080b67a		https://www.encodeproject.org/files/ENCFF853GQY/@@download/ENCFF853GQY.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF365FGD	bed narrowPeak	peaks	ENCSR765BSU	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF008KZY, ENCFF390DNP	717887	ENCODE Processing Pipeline	4e8dcea9d4d91205dc9105f175728863		https://www.encodeproject.org/files/ENCFF365FGD/@@download/ENCFF365FGD.bed.gz	hg19			released	low read depth, low spot score			
ENCFF664WUJ	bed narrowPeak	peaks	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	42 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF412CXQ	914781	ENCODE Processing Pipeline	f88f3f2a61c6127d562fa03ef5c9fd63		https://www.encodeproject.org/files/ENCFF664WUJ/@@download/ENCFF664WUJ.bed.gz	hg19			archived	low read depth			
ENCFF646LUA	bed narrowPeak	peaks	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	42 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF700EQB, ENCFF992CZQ	919953	ENCODE Processing Pipeline	75c8cee921989e524a4e6d2b78b4ee1a		https://www.encodeproject.org/files/ENCFF646LUA/@@download/ENCFF646LUA.bed.gz	GRCh38			archived	low read depth			
ENCFF799KWG	bed narrowPeak	peaks	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	42 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF307JMF, ENCFF967OQF	944351	ENCODE Processing Pipeline	5e8ff05c70778cfaa16b065582528493		https://www.encodeproject.org/files/ENCFF799KWG/@@download/ENCFF799KWG.bed.gz	GRCh38			released	low read depth			
ENCFF206FZJ	bed narrowPeak	peaks	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	42 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF160LMY, ENCFF390DNP	939895	ENCODE Processing Pipeline	5d090699fb77bf315813ef7c9cef0d17		https://www.encodeproject.org/files/ENCFF206FZJ/@@download/ENCFF206FZJ.bed.gz	hg19			released	low read depth			
ENCFF934EAN	bed narrowPeak	peaks	ENCSR826ERZ	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	unknown	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF569SWV, ENCFF992CZQ	726889	ENCODE Processing Pipeline	79e6b355b4ea341155ccde840295f786		https://www.encodeproject.org/files/ENCFF934EAN/@@download/ENCFF934EAN.bed.gz	GRCh38			archived	low read depth			
ENCFF110SZL	bed narrowPeak	peaks	ENCSR826ERZ	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	unknown	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF351NZU	724190	ENCODE Processing Pipeline	2ec6857a86e55bc4f443cbbb5b995e8b		https://www.encodeproject.org/files/ENCFF110SZL/@@download/ENCFF110SZL.bed.gz	hg19			archived	low read depth			
ENCFF188ZFG	bed narrowPeak	peaks	ENCSR826ERZ	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	unknown	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF303UZK, ENCFF967OQF	770702	ENCODE Processing Pipeline	dbdaaebd8bfa380043a063bbdf6b7b70		https://www.encodeproject.org/files/ENCFF188ZFG/@@download/ENCFF188ZFG.bed.gz	GRCh38			released	low read depth			
ENCFF227CMU	bed narrowPeak	peaks	ENCSR826ERZ	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	unknown	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF151PSG, ENCFF390DNP	769745	ENCODE Processing Pipeline	2874b4c2f76a55fa2d4444f10392e467		https://www.encodeproject.org/files/ENCFF227CMU/@@download/ENCFF227CMU.bed.gz	hg19			released	low read depth			
ENCFF401NSY	bed narrowPeak	peaks	ENCSR639ZJI	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	23 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF083VJX, ENCFF163ZHO	755648	ENCODE Processing Pipeline	5dc8c43b1a0ef6ee92b1170a91522bec		https://www.encodeproject.org/files/ENCFF401NSY/@@download/ENCFF401NSY.bed.gz	hg19			archived	low read depth			
ENCFF701RGI	bed narrowPeak	peaks	ENCSR639ZJI	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	23 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF904MRP, ENCFF992CZQ	758980	ENCODE Processing Pipeline	1318cb98c4ede41a442e0d79aee99af2		https://www.encodeproject.org/files/ENCFF701RGI/@@download/ENCFF701RGI.bed.gz	GRCh38			archived	low read depth			
ENCFF784TVL	bed narrowPeak	peaks	ENCSR639ZJI	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	23 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF967OQF, ENCFF976DGL	779167	ENCODE Processing Pipeline	304b7dc9654d80435d17d37410a078fd		https://www.encodeproject.org/files/ENCFF784TVL/@@download/ENCFF784TVL.bed.gz	GRCh38			released	low read depth			
ENCFF736ACF	bed narrowPeak	peaks	ENCSR639ZJI	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	23 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF330KKF, ENCFF390DNP	776125	ENCODE Processing Pipeline	a51f8695598f4e8a4c9b2091803fae51		https://www.encodeproject.org/files/ENCFF736ACF/@@download/ENCFF736ACF.bed.gz	hg19			released	low read depth			
ENCFF001WPR	bed narrowPeak	peaks	ENCSR000EPI	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens	estradiol						DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF001DXG	2587528	John Stamatoyannopoulos, UW	1fe66546474cfcbf8eef3465814ef7a8		https://www.encodeproject.org/files/ENCFF001WPR/@@download/ENCFF001WPR.bed.gz	hg19			archived				
ENCFF001WPS	bed narrowPeak	peaks	ENCSR000EPI	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens	estradiol						DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF001DYK	2816905	John Stamatoyannopoulos, UW	276c494d1c2d2908fdeee3a4e20b4414		https://www.encodeproject.org/files/ENCFF001WPS/@@download/ENCFF001WPS.bed.gz	hg19			archived				
ENCFF505KXK	bed narrowPeak	peaks	ENCSR000EPI	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens	estradiol						DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF163ZHO, ENCFF346AOB	1641209	ENCODE Processing Pipeline	f2a3521e979cf6dac3d1e32f5977b3c7		https://www.encodeproject.org/files/ENCFF505KXK/@@download/ENCFF505KXK.bed.gz	hg19			archived				
ENCFF383OSX	bed narrowPeak	peaks	ENCSR000EPI	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens	estradiol						DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF163ZHO, ENCFF232KYY	1839729	ENCODE Processing Pipeline	1e5ca1fa8278357e2861ffa496f83263		https://www.encodeproject.org/files/ENCFF383OSX/@@download/ENCFF383OSX.bed.gz	hg19			archived				
ENCFF086EQI	bed narrowPeak	peaks	ENCSR000EPI	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens	estradiol						DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF080ZAN, ENCFF992CZQ	1647103	ENCODE Processing Pipeline	09b4a7e0a1768aa165abeaa3fc66f2e9		https://www.encodeproject.org/files/ENCFF086EQI/@@download/ENCFF086EQI.bed.gz	GRCh38			archived				
ENCFF062JJA	bed narrowPeak	peaks	ENCSR000EPI	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens	estradiol						DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF881LQM, ENCFF992CZQ	1851329	ENCODE Processing Pipeline	2088f8790660a9b5a7e02ddffb142b1c		https://www.encodeproject.org/files/ENCFF062JJA/@@download/ENCFF062JJA.bed.gz	GRCh38			archived				
ENCFF847OPS	bed narrowPeak	peaks	ENCSR000EPI	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens	estradiol						DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF435NWK, ENCFF967OQF	1708954	ENCODE Processing Pipeline	3b041d9530aff1aebef0ddd400caa639		https://www.encodeproject.org/files/ENCFF847OPS/@@download/ENCFF847OPS.bed.gz	GRCh38			released				
ENCFF854UYM	bed narrowPeak	peaks	ENCSR000EPI	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens	estradiol						DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF723HPJ, ENCFF967OQF	1922710	ENCODE Processing Pipeline	0b65f12d6251203eee0bed44a277c7cd		https://www.encodeproject.org/files/ENCFF854UYM/@@download/ENCFF854UYM.bed.gz	GRCh38			released				
ENCFF667SWZ	bed narrowPeak	peaks	ENCSR000EPI	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens	estradiol						DNA		see document	see document		False	2012-06-12	ENCODE				1							ENCFF166AME, ENCFF390DNP	1703615	ENCODE Processing Pipeline	71454f6a6efae912ca22c60242e2d60b		https://www.encodeproject.org/files/ENCFF667SWZ/@@download/ENCFF667SWZ.bed.gz	hg19			released				
ENCFF649HOP	bed narrowPeak	peaks	ENCSR000EPI	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens	estradiol						DNA		see document	see document		False	2012-06-12	ENCODE				2							ENCFF390DNP, ENCFF488BHM	1912958	ENCODE Processing Pipeline	b33656afb9870d12e746b4a20dbb3dc9		https://www.encodeproject.org/files/ENCFF649HOP/@@download/ENCFF649HOP.bed.gz	hg19			released				
ENCFF591NRB	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	85 day, 74 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				1							ENCFF696YBQ	3590569	John Stamatoyannopoulos, UW	7337e62caabd564e6ffc650a8c6ca0c6		https://www.encodeproject.org/files/ENCFF591NRB/@@download/ENCFF591NRB.bed.gz	hg19			archived		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF401BCF	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	85 day, 74 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				2							ENCFF275GDR	2878764	John Stamatoyannopoulos, UW	76c4ef20d87d86d90aa77c50b74267ee		https://www.encodeproject.org/files/ENCFF401BCF/@@download/ENCFF401BCF.bed.gz	hg19			archived		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF569TTJ	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	85 day, 74 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				1							ENCFF450AEQ, ENCFF967OQF	2813854	ENCODE Processing Pipeline	9017ebce536585dcdd1fcb5a49d30233		https://www.encodeproject.org/files/ENCFF569TTJ/@@download/ENCFF569TTJ.bed.gz	GRCh38			released		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF309NRH	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	85 day, 74 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				2							ENCFF012SLK, ENCFF967OQF	1703599	ENCODE Processing Pipeline	877446fa684b6c046814bd5011427532		https://www.encodeproject.org/files/ENCFF309NRH/@@download/ENCFF309NRH.bed.gz	GRCh38			released		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF145LFA	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	85 day, 74 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				1							ENCFF031OGD, ENCFF390DNP	2804335	ENCODE Processing Pipeline	791779ee4a5555efd984033347750c7c		https://www.encodeproject.org/files/ENCFF145LFA/@@download/ENCFF145LFA.bed.gz	hg19			released		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF201DHP	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	85 day, 74 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				2							ENCFF191TSP, ENCFF390DNP	1699156	ENCODE Processing Pipeline	1e74d50b0433632eb1fe4b9bd4947d08		https://www.encodeproject.org/files/ENCFF201DHP/@@download/ENCFF201DHP.bed.gz	hg19			released		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF012LUH	bed narrowPeak	peaks	ENCSR129TSG	DNase-seq	UBERON:0001987	placenta	tissue	embryonic	female	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF888OEX	1529865	ENCODE Processing Pipeline	2d3751f9d48e12db6a9e4262131c934e		https://www.encodeproject.org/files/ENCFF012LUH/@@download/ENCFF012LUH.bed.gz	hg19			archived	low spot score			
ENCFF249GZW	bed narrowPeak	peaks	ENCSR129TSG	DNase-seq	UBERON:0001987	placenta	tissue	embryonic	female	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF497HWI, ENCFF992CZQ	1536039	ENCODE Processing Pipeline	ad5358857ea4c5f35b1287c86f8f9a3c		https://www.encodeproject.org/files/ENCFF249GZW/@@download/ENCFF249GZW.bed.gz	GRCh38			archived	low spot score			
ENCFF085SZC	bed narrowPeak	peaks	ENCSR129TSG	DNase-seq	UBERON:0001987	placenta	tissue	embryonic	female	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF918VEK, ENCFF967OQF	1573646	ENCODE Processing Pipeline	d30193ac90fc8154f13292b729f2d93b		https://www.encodeproject.org/files/ENCFF085SZC/@@download/ENCFF085SZC.bed.gz	GRCh38			released	low spot score			
ENCFF935IUZ	bed narrowPeak	peaks	ENCSR129TSG	DNase-seq	UBERON:0001987	placenta	tissue	embryonic	female	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF412UIS	1569600	ENCODE Processing Pipeline	ed360b1b61245a58ee240371b348f7cc		https://www.encodeproject.org/files/ENCFF935IUZ/@@download/ENCFF935IUZ.bed.gz	hg19			released	low spot score			
ENCFF111NRC	bed narrowPeak	peaks	ENCSR493IAY	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	adult	male	25 year	Homo sapiens	interleukin-3, kit ligand, erythropoietin, hydrocortisone succinate						DNA					False	2016-05-09	ENCODE				1							ENCFF114PSS	1411933	John Stamatoyannopoulos, UW	e9499917a8ce6a33bc23788cb6f7bfc4		https://www.encodeproject.org/files/ENCFF111NRC/@@download/ENCFF111NRC.bed.gz	hg19			archived		mismatched file status		inconsistent library biosample
